study,subject_nr,amount_pair,delay_pair,amount_similarity,delay_similarity,itc_control_choice,itc_amount_social_info,itc_delay_social_info,amount_delay_social_info,itc_social_choice,miss_score,median_miss_score,suggestibility_level,sns_score,sns_level,overall_bnt_score,age,ethnicity,gender,control_social,amount_delay,similarity_judgment,task_social_info,social_info
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_s_18_25,delay_similarity,0,delay_social_info,1
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_d_23_29,delay_similarity,1,amount_social_info,NA
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_d_23_29,delay_similarity,1,delay_social_info,2
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_d_35_41,delay_similarity,1,amount_social_info,NA
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_d_35_41,delay_similarity,1,delay_social_info,2
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_s_42_49,delay_similarity,0,amount_social_info,NA
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_s_42_49,delay_similarity,0,delay_social_info,1
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_s_47_54,delay_similarity,0,amount_social_info,NA
3,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,Low,4.125,High,0.5,18,Hispanic,Female,social_s_47_54,delay_similarity,0,delay_social_info,1
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_5_11,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_5_11,delay_similarity,0,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_11_17,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_11_17,delay_similarity,0,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_12_19,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_12_19,delay_similarity,0,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_17_24,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_17_24,delay_similarity,0,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_18_25,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_18_25,delay_similarity,0,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_23_29,delay_similarity,1,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_23_29,delay_similarity,1,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_35_41,delay_similarity,1,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_35_41,delay_similarity,1,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_42_49,delay_similarity,1,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_42_49,delay_similarity,1,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_47_54,delay_similarity,1,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,control_NA_47_54,delay_similarity,1,delay_social_info,0
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_s_5_11,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_s_5_11,delay_similarity,0,delay_social_info,1
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_11_17,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_11_17,delay_similarity,0,delay_social_info,2
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_12_19,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_12_19,delay_similarity,0,delay_social_info,2
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_17_24,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_17_24,delay_similarity,0,delay_social_info,2
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_18_25,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_18_25,delay_similarity,0,delay_social_info,2
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_s_23_29,delay_similarity,0,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_s_23_29,delay_similarity,0,delay_social_info,1
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_s_35_41,delay_similarity,1,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_s_35_41,delay_similarity,1,delay_social_info,1
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_s_42_49,delay_similarity,1,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_s_42_49,delay_similarity,1,delay_social_info,1
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_47_54,delay_similarity,1,amount_social_info,NA
3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,Low,3.875,Low,0.25,21,Caucasian/White,Male,social_d_47_54,delay_similarity,1,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_4_8,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_4_8,delay_similarity,1,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_5_11,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_5_11,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_6_12,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_6_12,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_7_12,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_7_12,delay_similarity,1,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_10_15,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_10_15,delay_similarity,1,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_11_17,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_11_17,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_12_19,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_12_19,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_13_18,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_13_18,delay_similarity,1,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_16_21,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_16_21,delay_similarity,1,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_17_24,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_17_24,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_18_25,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_18_25,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_19_24,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_19_24,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_22_27,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_22_27,delay_similarity,1,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_23_29,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_23_29,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_24_30,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_24_30,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_25_30,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_25_30,delay_similarity,1,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_29_35,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_29_35,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_30_37,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_30_37,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_35_41,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_35_41,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_36_42,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_36_42,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_42_48,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_42_48,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_42_49,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_42_49,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_47_53,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_47_53,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_47_54,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,control_NA_47_54,delay_similarity,0,delay_social_info,0
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_4_8,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_4_8,delay_similarity,1,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_5_11,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_5_11,delay_similarity,1,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_6_12,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_6_12,delay_similarity,1,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_7_12,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_7_12,delay_similarity,1,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_10_15,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_10_15,delay_similarity,1,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_11_17,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_11_17,delay_similarity,0,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_12_19,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_12_19,delay_similarity,0,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_13_18,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_13_18,delay_similarity,1,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_16_21,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_16_21,delay_similarity,1,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_17_24,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_17_24,delay_similarity,0,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_18_25,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_18_25,delay_similarity,0,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_19_24,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_19_24,delay_similarity,1,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_22_27,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_22_27,delay_similarity,1,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_23_29,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_23_29,delay_similarity,0,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_24_30,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_24_30,delay_similarity,0,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_25_30,delay_similarity,1,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_25_30,delay_similarity,1,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_29_35,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_29_35,delay_similarity,0,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_30_37,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_30_37,delay_similarity,0,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_35_41,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_35_41,delay_similarity,0,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_36_42,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_36_42,delay_similarity,0,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_42_48,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_42_48,delay_similarity,0,delay_social_info,1
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_42_49,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_42_49,delay_similarity,0,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_47_53,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_d_47_53,delay_similarity,0,delay_social_info,2
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_47_54,delay_similarity,0,amount_social_info,NA
3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Caucasian/White,Female,social_s_47_54,delay_similarity,0,delay_social_info,1
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_5_11,delay_similarity,0,amount_social_info,NA
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_5_11,delay_similarity,0,delay_social_info,0
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_11_17,delay_similarity,1,amount_social_info,NA
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_11_17,delay_similarity,1,delay_social_info,0
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_12_19,delay_similarity,1,amount_social_info,NA
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_12_19,delay_similarity,1,delay_social_info,0
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_17_24,delay_similarity,0,amount_social_info,NA
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_17_24,delay_similarity,0,delay_social_info,0
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_18_25,delay_similarity,1,amount_social_info,NA
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_18_25,delay_similarity,1,delay_social_info,0
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_23_29,delay_similarity,1,amount_social_info,NA
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_23_29,delay_similarity,1,delay_social_info,0
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_35_41,delay_similarity,0,amount_social_info,NA
3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,Low,2,Low,0.25,21,Caucasian/White,Female,control_NA_35_41,delay_similarity,0,delay_social_info,0
